Id,day,TotalSteps,TotalMinutesAsleep,avg_hr,min_hr,load
1262,2026-01-24,6053,453,75.86363636363636,59.0,0.0
1262,2026-01-25,5968,451,76.79166666666667,60.0,0.0
1262,2026-01-26,9569,428,89.30434782608695,59.0,2.0
1262,2026-01-27,10680,464,92.78260869565217,65.0,1.0
1262,2026-01-28,11003,453,94.625,65.0,2.0
1262,2026-01-29,12060,435,97.5,65.0,1.0
1262,2026-01-30,12438,440,98.95833333333333,67.0,1.0
1262,2026-01-31,7346,456,81.70833333333333,57.0,0.0
1262,2026-02-01,6832,438,79.26086956521739,59.0,0.0
1262,2026-02-02,10747,447,93.86363636363636,62.0,0.0
1262,2026-02-03,11519,442,72.0,68.0,1.0
1263,2026-01-05,6925,446,80.91304347826087,52.0,1.0
1263,2026-01-06,6804,432,81.26086956521739,52.0,1.0
1263,2026-01-07,6869,422,82.95454545454545,51.0,2.0
1263,2026-01-08,7172,438,82.5909090909091,49.0,0.0
1263,2026-01-09,6852,424,80.77272727272727,50.0,0.0
1263,2026-01-10,4110,448,67.65217391304348,49.0,0.0
1263,2026-01-11,4368,440,69.69565217391305,49.0,0.0
1263,2026-01-12,6588,431,79.41666666666667,53.0,1.0
1263,2026-01-13,6585,424,78.95238095238095,52.0,1.0
1263,2026-01-14,7172,426,82.04347826086956,52.0,2.0
1263,2026-01-15,7334,423,84.14285714285714,55.0,2.0
1263,2026-01-16,6621,438,80.43478260869566,48.0,1.0
1263,2026-01-17,4026,431,65.75,47.0,0.0
1263,2026-01-18,4188,435,67.3913043478261,46.0,0.0
1263,2026-01-19,7302,429,84.9047619047619,52.0,1.0
1263,2026-01-20,6969,437,81.86363636363636,53.0,2.0
1263,2026-01-21,6769,432,79.18181818181819,52.0,0.0
1263,2026-01-22,6697,437,79.95454545454545,52.0,2.0
1263,2026-01-23,6457,444,78.38095238095238,51.0,0.0
1263,2026-01-24,3886,432,66.31818181818181,48.0,0.0
1263,2026-01-25,3899,446,66.3913043478261,49.0,0.0
1263,2026-01-26,6358,418,77.23809523809524,53.0,1.0
1263,2026-01-27,6048,446,76.95454545454545,48.0,2.0
1263,2026-01-28,6546,425,80.34782608695652,52.0,2.0
1263,2026-01-29,6236,432,80.0,51.0,1.0
1263,2026-01-30,6210,438,76.26086956521739,52.0,1.0
1263,2026-01-31,3784,439,65.82608695652173,46.0,0.0
1263,2026-02-01,4106,455,67.65217391304348,49.0,0.0
1263,2026-02-02,7265,430,82.21739130434783,52.0,2.0
1263,2026-02-03,7896,441,65.0,60.0,2.0
1264,2026-01-05,8325,376,81.5,53.0,2.0
1264,2026-01-06,7945,367,80.76190476190476,51.0,1.0
1264,2026-01-07,7702,361,79.875,54.0,2.0
1264,2026-01-08,8112,357,82.69565217391305,53.0,1.0
1264,2026-01-09,8616,361,81.38095238095238,52.0,1.0
1264,2026-01-10,4987,375,67.33333333333333,48.0,0.0
1264,2026-01-11,5366,385,69.875,50.0,0.0
1264,2026-01-12,8623,372,82.55,53.0,1.0
1264,2026-01-13,8801,365,81.27272727272727,51.0,1.0
1264,2026-01-14,8751,378,84.0,53.0,2.0
1264,2026-01-15,8927,361,84.47826086956522,56.0,2.0
1264,2026-01-16,8878,368,82.0909090909091,54.0,1.0
1264,2026-01-17,5208,373,68.4090909090909,50.0,0.0
1264,2026-01-18,5352,386,67.8695652173913,47.0,0.0
1264,2026-01-19,8861,363,84.16666666666667,53.0,1.0
1264,2026-01-20,8096,381,80.71428571428571,53.0,0.0
1264,2026-01-21,7267,375,77.75,52.0,2.0
1264,2026-01-22,7828,377,79.6086956521739,51.0,1.0
1264,2026-01-23,9070,368,84.58333333333333,51.0,1.0
1264,2026-01-24,5240,395,69.75,51.0,0.0
1264,2026-01-25,5559,384,69.625,49.0,0.0
1264,2026-01-26,9181,368,85.5,55.0,2.0
1264,2026-01-27,9191,357,85.82608695652173,54.0,2.0
1264,2026-01-28,8849,366,84.42857142857143,55.0,0.0
1264,2026-01-29,7883,344,78.72727272727273,54.0,2.0
1264,2026-01-30,7818,385,80.0909090909091,54.0,1.0
1264,2026-01-31,4490,367,65.0952380952381,48.0,0.0
1264,2026-02-01,5298,386,68.8695652173913,47.0,0.0
1264,2026-02-02,9838,367,85.5909090909091,55.0,2.0
1264,2026-02-03,10801,360,67.0,64.0,0.0
1265,2026-01-05,7560,464,72.21739130434783,44.0,0.0
1265,2026-01-06,7161,471,72.0,44.0,0.0
1265,2026-01-07,7468,465,72.27272727272727,45.0,0.0
1265,2026-01-08,7722,458,74.42105263157895,48.0,1.0
1265,2026-01-09,7503,452,72.875,43.0,2.0
1265,2026-01-10,4525,470,60.166666666666664,42.0,0.0
1265,2026-01-11,4700,470,61.416666666666664,41.0,0.0
1265,2026-01-12,8225,463,76.79166666666667,46.0,0.0
1265,2026-01-13,8518,437,79.04166666666667,47.0,2.0
1265,2026-01-14,8692,452,79.73913043478261,50.0,1.0
1265,2026-01-15,8972,480,79.20833333333333,47.0,1.0
1265,2026-01-16,8868,462,80.08333333333333,48.0,1.0
1265,2026-01-17,5139,469,61.857142857142854,44.0,0.0
1265,2026-01-18,5058,461,64.0952380952381,42.0,0.0
1265,2026-01-19,7987,463,77.16666666666667,46.0,0.0
1265,2026-01-20,8369,470,77.3913043478261,48.0,2.0
1265,2026-01-21,7994,456,74.72727272727273,46.0,2.0
1265,2026-01-22,8413,453,78.56521739130434,47.0,2.0
1265,2026-01-23,7978,447,75.52173913043478,46.0,1.0
1265,2026-01-24,5063,470,63.125,43.0,0.0
1265,2026-01-25,4881,462,62.30434782608695,42.0,0.0
1265,2026-01-26,8396,452,78.65217391304348,46.0,1.0
1265,2026-01-27,8114,466,77.04347826086956,47.0,2.0
1265,2026-01-28,7977,462,75.66666666666667,44.0,1.0
1265,2026-01-29,8398,453,78.21739130434783,49.0,1.0
1265,2026-01-30,8321,458,78.34782608695652,47.0,2.0
1265,2026-01-31,4618,477,62.9,43.0,0.0
1265,2026-02-01,4575,463,61.30434782608695,40.0,0.0
1265,2026-02-02,7628,475,73.52173913043478,46.0,2.0
1265,2026-02-03,7700,464,60.0,55.0,0.0
1266,2026-01-05,4793,481,79.1304347826087,50.0,1.0
1266,2026-01-06,4641,481,77.5,48.0,0.0
1266,2026-01-07,4941,487,79.78260869565217,49.0,0.0
1266,2026-01-08,4664,489,77.43478260869566,49.0,0.0
1266,2026-01-09,4178,477,74.31818181818181,47.0,2.0
1266,2026-01-10,2578,491,61.82608695652174,42.0,0.0
1266,2026-01-11,2462,495,63.041666666666664,47.0,0.0
1266,2026-01-12,4610,479,79.69565217391305,51.0,2.0
1266,2026-01-13,4574,476,78.75,50.0,0.0
1266,2026-01-14,4794,485,80.25,51.0,2.0
1266,2026-01-15,4710,469,79.86363636363636,49.0,0.0
1266,2026-01-16,4891,484,81.08695652173913,52.0,1.0
1266,2026-01-17,2698,489,64.5,46.0,0.0
1266,2026-01-18,2768,485,63.95652173913044,43.0,0.0
1266,2026-01-19,4375,481,76.81818181818181,47.0,2.0
1266,2026-01-20,3857,498,71.26086956521739,46.0,2.0
1266,2026-01-21,4233,474,75.58333333333333,49.0,1.0
1266,2026-01-22,4308,487,77.20833333333333,51.0,2.0
1266,2026-01-23,4587,484,79.78260869565217,52.0,0.0
1266,2026-01-24,2584,487,62.30434782608695,44.0,0.0
1266,2026-01-25,2915,497,65.4090909090909,44.0,0.0
1266,2026-01-26,4867,477,78.9090909090909,47.0,2.0
1266,2026-01-27,5287,483,85.0,52.0,1.0
1266,2026-01-28,4898,486,81.45454545454545,50.0,2.0
1266,2026-01-29,4570,471,77.79166666666667,48.0,1.0
1266,2026-01-30,4371,489,78.57142857142857,51.0,1.0
1266,2026-01-31,2711,478,63.86363636363637,45.0,0.0
1266,2026-02-01,2717,495,64.41666666666667,44.0,0.0
1266,2026-02-02,4856,463,80.47619047619048,53.0,2.0
1266,2026-02-03,5210,469,60.0,56.0,2.0
1267,2026-01-05,11678,492,78.04347826086956,50.0,2.0
1267,2026-01-06,10967,494,77.65217391304348,50.0,2.0
1267,2026-01-07,11810,490,79.0,49.0,0.0
1267,2026-01-08,11684,490,79.54545454545455,50.0,0.0
1267,2026-01-09,11782,497,79.25,47.0,1.0
1267,2026-01-10,6879,492,65.125,46.0,0.0
1267,2026-01-11,7010,513,63.958333333333336,45.0,0.0
1267,2026-01-12,10253,497,75.68181818181819,46.0,2.0
1267,2026-01-13,10921,492,74.9047619047619,49.0,1.0
1267,2026-01-14,11745,495,80.26086956521739,50.0,2.0
1267,2026-01-15,10881,496,76.1,47.0,1.0
1267,2026-01-16,10708,506,75.34782608695652,49.0,2.0
1267,2026-01-17,6222,494,62.82608695652174,43.0,0.0
1267,2026-01-18,7222,493,65.52173913043478,46.0,0.0
1267,2026-01-19,13007,492,82.5,51.0,2.0
1267,2026-01-20,14355,481,87.41666666666667,53.0,0.0
1267,2026-01-21,15465,483,90.25,52.0,1.0
1267,2026-01-22,18775,473,99.91304347826087,57.0,1.0
1267,2026-01-23,18746,482,100.95652173913044,55.0,2.0
1267,2026-01-24,11965,483,79.91304347826087,49.0,0.0
1267,2026-01-25,12732,491,81.54545454545455,51.0,0.0
1267,2026-01-26,21951,467,110.375,59.0,1.0
1267,2026-01-27,24311,449,113.69565217391305,58.0,0.0
1267,2026-01-28,25833,453,118.42857142857143,60.0,2.0
1267,2026-01-29,27697,445,114.8695652173913,65.0,1.0
1267,2026-01-30,31058,439,120.33333333333333,67.0,1.0
1267,2026-01-31,20834,465,107.4090909090909,58.0,0.0
1267,2026-02-01,18319,494,98.08695652173913,56.0,0.0
1267,2026-02-02,32606,433,120.75,66.0,1.0
1267,2026-02-03,31598,436,79.0,75.0,1.0
1268,2026-01-05,6278,455,91.6086956521739,63.0,1.0
1268,2026-01-06,5314,449,86.81818181818181,60.0,0.0
1268,2026-01-07,5531,463,86.95652173913044,61.0,2.0
1268,2026-01-08,5668,474,89.66666666666667,62.0,2.0
1268,2026-01-09,5775,464,89.625,62.0,0.0
1268,2026-01-10,3738,477,79.3913043478261,58.0,0.0
1268,2026-01-11,3618,485,77.69565217391305,58.0,0.0
1268,2026-01-12,5653,458,90.21739130434783,61.0,2.0
1268,2026-01-13,5774,465,89.6,61.0,0.0
1268,2026-01-14,6491,459,93.45454545454545,59.0,0.0
1268,2026-01-15,6339,463,94.0,64.0,1.0
1268,2026-01-16,6054,459,91.04166666666667,63.0,0.0
1268,2026-01-17,3627,465,78.33333333333333,58.0,0.0
1268,2026-01-18,3353,474,75.8695652173913,58.0,0.0
1268,2026-01-19,5493,458,88.25,60.0,0.0
1268,2026-01-20,5365,461,86.54166666666667,62.0,1.0
1268,2026-01-21,5999,465,92.1304347826087,61.0,1.0
1268,2026-01-22,5891,463,90.31818181818181,62.0,2.0
1268,2026-01-23,6030,458,89.9047619047619,63.0,1.0
1268,2026-01-24,3710,463,78.29166666666667,58.0,0.0
1268,2026-01-25,3583,464,76.47826086956522,56.0,0.0
1268,2026-01-26,5769,438,88.54545454545455,60.0,2.0
1268,2026-01-27,6354,456,93.875,64.0,2.0
1268,2026-01-28,6541,459,93.375,62.0,2.0
1268,2026-01-29,6457,461,91.69565217391305,62.0,2.0
1268,2026-01-30,6179,451,90.47619047619048,64.0,0.0
1268,2026-01-31,3568,467,79.04545454545455,57.0,0.0
1268,2026-02-01,3541,478,78.43478260869566,60.0,0.0
1268,2026-02-02,6436,461,95.17391304347827,64.0,2.0
1268,2026-02-03,6236,458,72.0,70.0,1.0
1269,2026-01-05,5731,426,75.54166666666667,46.0,2.0
1269,2026-01-06,5409,415,71.95454545454545,44.0,2.0
1269,2026-01-07,5625,428,74.25,46.0,1.0
1269,2026-01-08,5241,416,72.04166666666667,46.0,1.0
1269,2026-01-09,5920,425,76.28571428571429,47.0,1.0
1269,2026-01-10,3495,427,63.2,46.0,0.0
1269,2026-01-11,3449,432,62.416666666666664,43.0,0.0
1269,2026-01-12,5743,410,77.04761904761905,46.0,1.0
1269,2026-01-13,5849,418,76.43478260869566,44.0,2.0
1269,2026-01-14,5795,426,74.45454545454545,48.0,0.0
1269,2026-01-15,5326,434,72.66666666666667,46.0,2.0
1269,2026-01-16,5619,418,73.1304347826087,44.0,0.0
1269,2026-01-17,3412,435,61.0,41.0,0.0
1269,2026-01-18,3684,424,61.130434782608695,40.0,0.0
1269,2026-01-19,5557,417,73.33333333333333,47.0,0.0
1269,2026-01-20,6087,425,79.38095238095238,47.0,2.0
1269,2026-01-21,6481,414,79.18181818181819,45.0,1.0
1269,2026-01-22,6911,415,79.43478260869566,46.0,0.0
1269,2026-01-23,8068,410,88.41666666666667,48.0,2.0
1269,2026-01-24,5137,421,70.83333333333333,46.0,0.0
1269,2026-01-25,6101,408,77.0,44.0,0.0
1269,2026-01-26,10426,383,103.65217391304348,55.0,2.0
1269,2026-01-27,9640,404,97.0,52.0,2.0
1269,2026-01-28,11358,390,110.1304347826087,59.0,2.0
1269,2026-01-29,11410,388,107.0,55.0,2.0
1269,2026-01-30,12003,377,111.25,58.0,2.0
1269,2026-01-31,8392,392,91.63157894736842,49.0,0.0
1269,2026-02-01,8288,411,89.36363636363636,51.0,0.0
1269,2026-02-02,15527,369,114.75,64.0,2.0
1269,2026-02-03,16930,370,79.0,77.0,2.0
1270,2026-01-05,11087,441,87.8695652173913,58.0,2.0
1270,2026-01-06,10366,444,87.18181818181819,59.0,1.0
1270,2026-01-07,10124,437,87.27272727272727,58.0,0.0
1270,2026-01-08,10538,436,88.26086956521739,59.0,2.0
1270,2026-01-09,11169,430,88.21739130434783,58.0,1.0
1270,2026-01-10,6781,458,75.1304347826087,56.0,0.0
1270,2026-01-11,6988,448,75.54545454545455,56.0,0.0
1270,2026-01-12,11771,433,89.5,61.0,2.0
1270,2026-01-13,11154,424,89.26086956521739,62.0,0.0
1270,2026-01-14,11574,436,90.54166666666667,62.0,2.0
1270,2026-01-15,10484,457,85.70833333333333,56.0,1.0
1270,2026-01-16,10128,459,84.58333333333333,59.0,1.0
1270,2026-01-17,6181,449,73.31818181818181,55.0,0.0
1270,2026-01-18,6622,456,74.82608695652173,54.0,0.0
1270,2026-01-19,10318,447,84.63636363636364,58.0,1.0
1270,2026-01-20,10329,432,85.9047619047619,58.0,1.0
1270,2026-01-21,10768,456,88.35,59.0,1.0
1270,2026-01-22,10931,430,88.22727272727273,61.0,1.0
1270,2026-01-23,9933,443,83.45,59.0,0.0
1270,2026-01-24,6193,461,74.69565217391305,57.0,0.0
1270,2026-01-25,6399,454,73.14285714285714,56.0,0.0
1270,2026-01-26,10822,424,87.58333333333333,61.0,2.0
1270,2026-01-27,10759,448,88.375,59.0,2.0
1270,2026-01-28,10018,438,85.29166666666667,59.0,2.0
1270,2026-01-29,8963,445,82.70833333333333,57.0,2.0
1270,2026-01-30,8643,435,81.70833333333333,58.0,0.0
1270,2026-01-31,5138,459,68.3913043478261,52.0,0.0
1270,2026-02-01,5259,458,71.0,57.0,0.0
1270,2026-02-02,10055,455,86.54545454545455,60.0,1.0
1270,2026-02-03,10714,433,68.0,65.0,1.0
1271,2026-01-05,8319,493,83.34782608695652,54.0,1.0
1271,2026-01-06,8335,497,84.83333333333333,58.0,0.0
1271,2026-01-07,7946,501,83.26086956521739,55.0,1.0
1271,2026-01-08,7908,505,82.77272727272727,54.0,0.0
1271,2026-01-09,7669,504,81.79166666666667,56.0,0.0
1271,2026-01-10,5269,520,69.875,50.0,0.0
1271,2026-01-11,5047,522,70.29166666666667,51.0,0.0
1271,2026-01-12,8101,506,82.08695652173913,54.0,1.0
1271,2026-01-13,8333,492,82.81818181818181,55.0,2.0
1271,2026-01-14,8423,498,85.27272727272727,57.0,2.0
1271,2026-01-15,8130,504,82.72727272727273,55.0,2.0
1271,2026-01-16,7837,506,81.73913043478261,53.0,1.0
1271,2026-01-17,4522,519,67.33333333333333,47.0,0.0
1271,2026-01-18,4719,523,69.4,50.0,0.0
1271,2026-01-19,8830,508,86.5,55.0,0.0
1271,2026-01-20,8853,495,87.31818181818181,57.0,2.0
1271,2026-01-21,9052,502,86.36363636363636,54.0,1.0
1271,2026-01-22,8408,510,83.91666666666667,53.0,1.0
1271,2026-01-23,7828,519,80.83333333333333,54.0,2.0
1271,2026-01-24,5059,517,69.78260869565217,51.0,0.0
1271,2026-01-25,5393,514,71.70833333333333,52.0,0.0
1271,2026-01-26,9470,493,88.4090909090909,56.0,1.0
1271,2026-01-27,8828,494,87.18181818181819,56.0,1.0
1271,2026-01-28,8530,509,83.78260869565217,55.0,1.0
1271,2026-01-29,8302,501,85.26086956521739,55.0,1.0
1271,2026-01-30,8027,507,81.0,55.0,1.0
1271,2026-01-31,4895,497,69.52173913043478,49.0,0.0
1271,2026-02-01,5064,527,71.72727272727273,52.0,0.0
1271,2026-02-02,8663,495,85.75,56.0,0.0
1271,2026-02-03,8124,511,64.0,61.0,1.0
1272,2026-01-05,8609,423,91.25,60.0,2.0
1272,2026-01-06,8047,418,85.95833333333333,58.0,2.0
1272,2026-01-07,8000,424,86.125,60.0,2.0
1272,2026-01-08,8697,425,89.2,61.0,2.0
1272,2026-01-09,9016,419,91.3913043478261,62.0,1.0
1272,2026-01-10,5275,425,75.91304347826087,55.0,0.0
1272,2026-01-11,5049,454,76.61904761904762,56.0,0.0
1272,2026-01-12,8368,433,89.78260869565217,61.0,0.0
1272,2026-01-13,8951,414,90.4090909090909,60.0,0.0
1272,2026-01-14,8995,430,91.65217391304348,59.0,1.0
1272,2026-01-15,8915,422,90.69565217391305,62.0,1.0
1272,2026-01-16,8831,416,91.21739130434783,60.0,0.0
1272,2026-01-17,5466,437,76.81818181818181,58.0,0.0
1272,2026-01-18,5535,437,76.95833333333333,58.0,0.0
1272,2026-01-19,8787,420,91.22727272727273,62.0,2.0
1272,2026-01-20,8680,416,90.27272727272727,63.0,0.0
1272,2026-01-21,8722,409,90.33333333333333,60.0,1.0
1272,2026-01-22,8807,413,89.0,61.0,1.0
1272,2026-01-23,9184,418,92.26086956521739,62.0,2.0
1272,2026-01-24,5523,425,77.375,57.0,0.0
1272,2026-01-25,5086,418,75.80952380952381,54.0,0.0
1272,2026-01-26,8375,409,90.65217391304348,60.0,2.0
1272,2026-01-27,8698,420,89.75,58.0,1.0
1272,2026-01-28,8152,410,89.43478260869566,61.0,0.0
1272,2026-01-29,8480,417,88.875,59.0,1.0
1272,2026-01-30,7482,422,85.58333333333333,58.0,1.0
1272,2026-01-31,4264,434,72.0,56.0,0.0
1272,2026-02-01,4596,441,73.91666666666667,55.0,0.0
1272,2026-02-02,8283,409,89.125,60.0,1.0
1272,2026-02-03,8018,425,68.0,64.0,1.0
1273,2026-01-05,8028,392,90.30434782608695,61.0,2.0
1273,2026-01-06,8150,364,89.95652173913044,62.0,2.0
1273,2026-01-07,8351,382,91.625,62.0,0.0
1273,2026-01-08,8870,376,93.8,64.0,2.0
1273,2026-01-09,8781,360,93.66666666666667,65.0,1.0
1273,2026-01-10,5103,386,77.5,60.0,0.0
1273,2026-01-11,5334,377,79.1304347826087,59.0,0.0
1273,2026-01-12,8739,372,92.81818181818181,62.0,1.0
1273,2026-01-13,8803,375,94.1,62.0,1.0
1273,2026-01-14,8867,364,94.47826086956522,64.0,1.0
1273,2026-01-15,8286,383,92.43478260869566,63.0,0.0
1273,2026-01-16,8436,362,92.875,65.0,2.0
1273,2026-01-17,5140,395,77.91304347826087,59.0,0.0
1273,2026-01-18,4987,392,78.08333333333333,59.0,0.0
1273,2026-01-19,8441,384,91.95833333333333,61.0,2.0
1273,2026-01-20,8417,376,92.43478260869566,62.0,2.0
1273,2026-01-21,8709,386,94.78260869565217,64.0,2.0
1273,2026-01-22,8142,384,92.8695652173913,63.0,2.0
1273,2026-01-23,8051,395,90.6086956521739,64.0,1.0
1273,2026-01-24,4410,404,75.20833333333333,58.0,0.0
1273,2026-01-25,4091,394,75.375,59.0,0.0
1273,2026-01-26,7337,399,88.16666666666667,62.0,2.0
1273,2026-01-27,7817,388,89.20833333333333,61.0,1.0
1273,2026-01-28,8571,370,91.65217391304348,63.0,1.0
1273,2026-01-29,8373,378,92.91666666666667,64.0,2.0
1273,2026-01-30,8202,384,91.34782608695652,64.0,1.0
1273,2026-01-31,4781,379,77.26086956521739,57.0,0.0
1273,2026-02-01,4645,384,76.81818181818181,58.0,0.0
1273,2026-02-02,7950,372,90.875,62.0,0.0
1273,2026-02-03,8144,382,71.0,67.0,2.0
1274,2026-01-05,9825,514,81.875,55.0,1.0
1274,2026-01-06,9691,526,81.04347826086956,54.0,1.0
1274,2026-01-07,10531,523,83.25,57.0,1.0
1274,2026-01-08,10819,506,83.58333333333333,55.0,2.0
1274,2026-01-09,11315,522,86.56521739130434,56.0,1.0
1274,2026-01-10,6658,537,73.4090909090909,54.0,0.0
1274,2026-01-11,6393,533,70.66666666666667,53.0,0.0
1274,2026-01-12,10726,510,84.77272727272727,55.0,2.0
1274,2026-01-13,11086,511,84.91666666666667,57.0,2.0
1274,2026-01-14,11771,518,87.125,56.0,2.0
1274,2026-01-15,12326,519,91.31818181818181,57.0,2.0
1274,2026-01-16,12264,519,89.04166666666667,58.0,2.0
1274,2026-01-17,7249,535,73.65,54.0,0.0
1274,2026-01-18,6852,537,72.26086956521739,52.0,0.0
1274,2026-01-19,10986,525,88.23809523809524,56.0,0.0
1274,2026-01-20,10877,519,83.91666666666667,57.0,2.0
1274,2026-01-21,11952,512,88.3913043478261,57.0,1.0
1274,2026-01-22,12114,517,87.04166666666667,56.0,1.0
1274,2026-01-23,11863,519,87.375,57.0,2.0
1274,2026-01-24,6732,524,72.1304347826087,50.0,0.0
1274,2026-01-25,5847,532,67.78260869565217,51.0,0.0
1274,2026-01-26,10731,505,84.65217391304348,57.0,1.0
1274,2026-01-27,11196,516,87.66666666666667,57.0,1.0
1274,2026-01-28,11172,522,84.91666666666667,54.0,1.0
1274,2026-01-29,11109,513,85.68181818181819,54.0,2.0
1274,2026-01-30,9949,520,80.31818181818181,55.0,1.0
1274,2026-01-31,5814,524,69.5,54.0,0.0
1274,2026-02-01,6267,540,70.5,52.0,0.0
1274,2026-02-02,11416,516,85.31818181818181,57.0,2.0
1274,2026-02-03,11763,514,67.0,62.0,1.0
1275,2026-01-05,8432,386,95.54545454545455,68.0,0.0
1275,2026-01-06,8580,389,96.21739130434783,63.0,2.0
1275,2026-01-07,8344,399,94.08333333333333,63.0,2.0
1275,2026-01-08,8645,377,94.56521739130434,65.0,1.0
1275,2026-01-09,8121,389,92.95652173913044,65.0,1.0
1275,2026-01-10,5115,398,79.95833333333333,61.0,0.0
1275,2026-01-11,4928,402,78.0,57.0,0.0
1275,2026-01-12,8084,388,93.0,64.0,1.0
1275,2026-01-13,7676,389,90.75,64.0,1.0
1275,2026-01-14,7542,383,89.0,64.0,1.0
1275,2026-01-15,7736,376,92.56521739130434,64.0,1.0
1275,2026-01-16,7819,393,89.75,64.0,2.0
1275,2026-01-17,4713,401,78.29166666666667,58.0,0.0
1275,2026-01-18,4629,408,78.52173913043478,57.0,0.0
1275,2026-01-19,8203,379,95.5909090909091,64.0,2.0
1275,2026-01-20,8619,390,95.20833333333333,65.0,1.0
1275,2026-01-21,8635,372,97.0,62.0,0.0
1275,2026-01-22,8325,374,95.21739130434783,64.0,1.0
1275,2026-01-23,8618,367,96.72727272727273,65.0,1.0
1275,2026-01-24,4832,405,79.29166666666667,58.0,0.0
1275,2026-01-25,4463,411,77.2,59.0,0.0
1275,2026-01-26,7797,402,91.875,63.0,2.0
1275,2026-01-27,7819,394,91.78260869565217,62.0,1.0
1275,2026-01-28,7991,393,93.73913043478261,64.0,1.0
1275,2026-01-29,8194,385,91.14285714285714,63.0,2.0
1275,2026-01-30,7720,393,90.72727272727273,64.0,2.0
1275,2026-01-31,4915,405,78.68181818181819,58.0,0.0
1275,2026-02-01,4894,400,78.47619047619048,58.0,0.0
1275,2026-02-02,7801,397,92.375,65.0,2.0
1275,2026-02-03,8584,382,74.0,71.0,2.0
1276,2026-01-05,10183,365,95.16666666666667,68.0,0.0
1276,2026-01-06,10376,360,95.13636363636364,67.0,1.0
1276,2026-01-07,10544,354,98.13636363636364,68.0,0.0
1276,2026-01-08,10752,368,93.86363636363636,66.0,2.0
1276,2026-01-09,10390,378,94.45454545454545,67.0,1.0
1276,2026-01-10,6192,404,82.47619047619048,64.0,0.0
1276,2026-01-11,6143,393,79.82608695652173,60.0,0.0
1276,2026-01-12,10215,381,93.83333333333333,64.0,1.0
1276,2026-01-13,10381,382,96.0,67.0,2.0
1276,2026-01-14,10524,366,95.54166666666667,65.0,1.0
1276,2026-01-15,11056,363,98.30434782608695,66.0,2.0
1276,2026-01-16,10273,357,93.95238095238095,64.0,0.0
1276,2026-01-17,5832,386,79.91304347826087,60.0,0.0
1276,2026-01-18,5868,380,81.9090909090909,61.0,0.0
1276,2026-01-19,10309,372,93.95238095238095,66.0,2.0
1276,2026-01-20,10643,370,94.79166666666667,65.0,0.0
1276,2026-01-21,9575,365,93.54545454545455,63.0,1.0
1276,2026-01-22,10667,369,95.625,65.0,2.0
1276,2026-01-23,11186,373,98.25,69.0,0.0
1276,2026-01-24,6727,379,83.95833333333333,64.0,0.0
1276,2026-01-25,6129,380,81.0,61.0,0.0
1276,2026-01-26,10550,371,93.86363636363636,66.0,2.0
1276,2026-01-27,10925,379,97.04347826086956,67.0,1.0
1276,2026-01-28,10705,377,95.79166666666667,65.0,2.0
1276,2026-01-29,9655,359,92.54545454545455,65.0,1.0
1276,2026-01-30,9443,368,91.77272727272727,65.0,0.0
1276,2026-01-31,6374,392,82.33333333333333,63.0,0.0
1276,2026-02-01,6467,371,82.13636363636364,61.0,0.0
1276,2026-02-02,10479,358,94.36363636363636,66.0,2.0
1276,2026-02-03,10520,373,76.0,71.0,0.0
1277,2026-01-05,6910,444,95.72727272727273,65.0,1.0
1277,2026-01-06,6751,433,92.47826086956522,63.0,2.0
1277,2026-01-07,5884,443,88.71428571428571,64.0,2.0
1277,2026-01-08,6127,432,88.85714285714286,65.0,2.0
1277,2026-01-09,6522,430,92.375,62.0,2.0
1277,2026-01-10,4016,462,78.86363636363636,60.0,0.0
1277,2026-01-11,4138,446,81.8695652173913,62.0,0.0
1277,2026-01-12,7381,440,97.08695652173913,69.0,2.0
1277,2026-01-13,6492,449,93.17391304347827,64.0,1.0
1277,2026-01-14,6133,456,90.18181818181819,63.0,1.0
1277,2026-01-15,6892,436,95.42857142857143,65.0,2.0
1277,2026-01-16,6711,436,93.0,63.0,2.0
1277,2026-01-17,3697,453,76.72727272727273,58.0,0.0
1277,2026-01-18,3806,464,78.27272727272727,60.0,0.0
1277,2026-01-19,6263,433,90.33333333333333,63.0,2.0
1277,2026-01-20,6173,449,88.91304347826087,65.0,1.0
1277,2026-01-21,6323,440,93.26086956521739,65.0,2.0
1277,2026-01-22,6974,456,94.85,65.0,1.0
1277,2026-01-23,6685,449,90.95238095238095,63.0,1.0
1277,2026-01-24,3915,450,78.70833333333333,60.0,0.0
1277,2026-01-25,4061,447,80.25,62.0,0.0
1277,2026-01-26,6757,435,94.5,64.0,1.0
1277,2026-01-27,7547,439,97.5,66.0,2.0
1277,2026-01-28,8039,428,101.5909090909091,67.0,0.0
1277,2026-01-29,8655,425,102.73913043478261,66.0,1.0
1277,2026-01-30,9447,439,107.0,69.0,1.0
1277,2026-01-31,5644,451,87.08695652173913,63.0,0.0
1277,2026-02-01,6237,437,90.45833333333333,61.0,0.0
1277,2026-02-02,11025,420,114.04761904761905,72.0,2.0
1277,2026-02-03,12740,420,85.0,82.0,1.0
1278,2026-01-05,9329,447,80.52173913043478,52.0,1.0
1278,2026-01-06,9498,448,81.04347826086956,53.0,0.0
1278,2026-01-07,9629,443,79.52380952380952,53.0,1.0
1278,2026-01-08,8955,442,78.65217391304348,52.0,1.0
